Year,Motherboard_Model,CPU,GPU,RAM_GB,Storage_GB,Price_PHP
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,16,2048,90555.92
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,64,1024,103095.44
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,64,2048,126636.16
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,67564
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,32,512,30195.76
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3070,32,512,43484.56
2022,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3070,16,2048,70314.72
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3060,32,1024,45724
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,99269.52
2024,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,64,1024,80585.12
2020,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,64,1024,117481.84
2024,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 7900 XTX,32,512,84577.92
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,64,2048,121873.36
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,64,512,99313.2
2021,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,64,512,63169.68
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,16,1024,55298.88
2020,ASRock X570 Phantom,Intel i9-12900K,RX 6700 XT,32,512,54848.08
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3060,32,1024,54136.32
2021,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,64,512,82748.4
2024,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 4090,64,2048,168974.4
2022,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,64,512,98707.28
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RX 6700 XT,16,1024,33158.16
2024,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,32,512,39538.8
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,32,1024,73979.36
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,64,2048,138066.32
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,32,512,67615.52
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,64,1024,72632
2023,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3080,64,2048,87302.88
2022,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,64,2048,92373.68
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,64,512,80247.44
2022,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3060,16,2048,33624.08
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,16,2048,60964.4
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3060,16,2048,30265.76
2023,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,64,512,96050.64
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3080,16,512,63777.84
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3080,64,512,81908.96
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 4090,32,1024,139234.48
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3060,32,2048,64807.12
2020,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,64,2048,89122.88
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3060,64,512,60438
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,64,1024,75449.36
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,32,1024,140877.52
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,16,512,38884.16
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RX 7900 XTX,16,1024,89941.04
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,16,512,39864.16
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,32,2048,53272.8
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3070,64,2048,102028.64
2022,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,64,512,89222
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,32,512,47812.24
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,52752
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,32,2048,58892.4
2020,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,64,2048,59371.2
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3070,64,2048,92603.84
2021,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,16,512,47974.64
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,64,2048,88454.24
2022,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3070,64,2048,81145.68
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,16,1024,39625.6
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 7900 XTX,64,1024,113764
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 7900 XTX,64,1024,99071.28
2023,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,32,1024,57898.4
2024,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,64,512,112159.6
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3070,32,2048,62381.76
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,64,2048,50861.44
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 4090,64,512,122454.08
2020,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,64,1024,71636.32
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,64,2048,67943.68
2022,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,64,512,55619.76
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,64,512,67581.36
2024,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 6700 XT,16,1024,50386
2021,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,64,512,63844.48
2023,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,32,512,51862.72
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,2048,54195.12
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 4090,32,1024,116215.68
2020,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,16,2048,67648
2024,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,32,2048,109805.92
2024,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,64,1024,151082.4
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,64,1024,75040.56
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,32,1024,125567.68
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3060,64,512,61634.16
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3060,64,2048,78035.44
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,16,1024,49173.04
2024,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,16,1024,75940.48
2022,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,64,1024,126012.88
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,64,1024,80898.16
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,64,2048,65231.6
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,58786.56
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3080,16,2048,64545.6
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,16,2048,90396.32
2022,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,64,1024,136567.2
2023,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,64,512,142061.92
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,64,1024,113779.68
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,2048,85545.6
2024,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,32,512,126006.16
2020,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 6700 XT,64,2048,73636.64
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,16,1024,40308.24
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,64,512,58428.72
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,64,2048,83825.28
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 4090,64,1024,131017.04
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 6700 XT,32,512,63202.72
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,64,2048,86576.56
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,32,1024,53984
2021,ASRock X570 Phantom,Intel i9-12900K,RX 6700 XT,64,1024,69320.16
2022,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,64,512,88088.56
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,16,1024,29655.36
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 4090,32,512,113383.2
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,62664.56
2024,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,64,1024,98046.48
2023,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,66399.2
2021,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,32,1024,47401.76
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,32,2048,99286.32
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,16,1024,62610.8
2021,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,32,1024,46865.84
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,127260.56
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3060,16,512,46768.96
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,16,1024,31155.04
2021,ASRock X570 Phantom,Intel i5-11400F,RX 6700 XT,16,2048,36755.04
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 7900 XTX,64,1024,109024.72
2024,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,32,1024,88917.36
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,32,512,54337.92
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 6700 XT,64,512,59069.36
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,32,512,58418.08
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,32,1024,51823.52
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,64,512,81701.2
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,64,2048,85261.12
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,16,2048,80450.72
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,35551.6
2021,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,64,512,62826.96
2024,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3060,64,1024,83281.52
2024,Gigabyte B660M DS3H,Intel i9-12900K,RX 7900 XTX,32,1024,103893.44
2024,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3080,32,2048,80844.96
2023,ASRock X570 Phantom,Intel i5-11400F,RTX 4090,16,1024,105785.12
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,64,2048,84568.4
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,64,2048,82456.08
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3070,32,512,59287.2
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,16,2048,83848.8
2021,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,16,2048,69067.04
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,16,1024,91464.8
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,32,512,63632.8
2021,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,32,512,53250.96
2020,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,64,1024,81417.84
2024,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3060,32,1024,57063.44
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,32,1024,49725.76
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,16,2048,115660.16
2021,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 4090,32,2048,116650.8
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,64,512,127010.24
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,68124.56
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,32,2048,69066.48
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RX 6700 XT,32,512,50944.88
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,32,2048,82588.24
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 4090,32,512,121666.72
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3080,32,1024,86185.68
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3070,64,2048,86743.44
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,16,2048,73278.8
2023,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,64,512,77003.92
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 4090,32,512,123348.4
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,32,1024,85708.56
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,32,512,43682.8
2021,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,32,2048,66414.88
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3080,32,1024,73558.8
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3080,32,512,68143.04
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,64,512,112784
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,127458.24
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,64,1024,107916.48
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,32,1024,42661.36
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,2048,82141.92
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3060,16,512,33239.92
2022,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,64,1024,99617.84
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,32,1024,128153.76
2022,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,32,1024,55712.16
2021,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,64,512,58801.12
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,16,512,84486.08
2021,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,16,1024,28602.56
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,64,512,137000.64
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,16,2048,45340.96
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,64,1024,83753.6
2023,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3070,64,512,80531.92
2020,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,1024,70689.36
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RX 6700 XT,32,512,62211.52
2024,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,32,2048,65854.88
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,64,2048,120968.4
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 6700 XT,16,512,31350.48
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,32,512,128396.8
2022,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,16,1024,32885.44
2022,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3060,64,1024,68036.08
2023,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,32,2048,120477.84
2021,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,16,1024,56370.16
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3070,16,2048,53902.8
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3080,16,1024,55502.72
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,64,1024,101287.2
2022,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,58784.88
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,32,512,51638.16
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3080,64,2048,85268.96
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3060,16,512,42490.56
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,32,1024,55452.88
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,61248.88
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 4090,16,1024,90266.96
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3080,32,2048,69826.4
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,16,1024,36098.72
2023,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,16,512,112622.72
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,64,512,47389.44
2023,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,16,512,80610.32
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RX 6700 XT,64,512,57991.92
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,32,512,76921.04
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,38521.84
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3070,32,512,71070.16
2021,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,32,1024,83768.72
2020,ASRock X570 Phantom,Intel i9-12900K,RX 6700 XT,16,1024,46180.96
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,64,1024,55386.8
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3060,16,512,47592.16
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,78654.8
2020,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,16,2048,83049.12
2024,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,16,1024,122509.52
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,64,512,159274.64
2020,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3080,64,512,69083.84
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,82248.88
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 4090,16,2048,125731.76
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,64,1024,90050.24
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3070,16,2048,54912.48
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,64,1024,92288
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,72985.36
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3080,64,512,81813.2
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RX 7900 XTX,64,1024,91935.76
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 4090,64,512,137327.12
2024,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,64,1024,153898.64
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,69493.76
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,16,1024,37525.04
2021,ASRock X570 Phantom,Intel i5-11400F,RX 6700 XT,64,1024,59159.52
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 7900 XTX,64,1024,100331.84
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 6700 XT,64,512,66826.48
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,16,1024,108736.88
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,32,1024,80501.68
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RX 6700 XT,16,2048,49322
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3070,64,512,57737.12
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RX 6700 XT,32,512,42165.2
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3070,64,2048,86022.72
2021,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,71233.12
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3080,64,1024,77856.24
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,64,1024,80227.84
2024,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3070,64,2048,104489.84
2023,Gigabyte B660M DS3H,Intel i9-12900K,RX 6700 XT,32,1024,65442.72
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,87672.48
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3070,32,2048,61682.32
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,32,512,114175.04
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,64,512,55860
2022,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,1024,58189.04
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 6700 XT,64,2048,78972.32
2024,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3060,16,1024,45599.68
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3080,32,2048,78075.2
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,16,2048,72354.24
2023,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,16,2048,83474.16
2022,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,64,2048,146204.24
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,32,512,88320.96
2024,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,32,1024,40927.04
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,64,2048,71881.04
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 7900 XTX,32,512,103474
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,64,2048,82250
2021,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,71277.92
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,32,2048,123317.6
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,32,1024,56721.28
2023,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,16,1024,64748.32
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RX 6700 XT,32,1024,45457.44
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 4090,64,512,123170.32
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,32,1024,58652.72
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 6700 XT,64,2048,80431.12
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3080,32,1024,56995.12
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RX 7900 XTX,32,1024,84474.32
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,32,2048,73918.32
2020,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,64,1024,82242.16
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3060,16,512,29887.76
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3060,16,2048,55368.32
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3070,32,512,49587.44
2022,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,32,1024,58217.6
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 7900 XTX,64,512,87655.12
2021,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,64,1024,78398.88
2024,Gigabyte B660M DS3H,Intel i7-12700K,RX 7900 XTX,64,2048,124703.04
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,64,512,88353.44
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,16,2048,52240.72
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 4090,64,512,129144.4
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3080,64,2048,91593.04
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,64,1024,72011.52
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,16,1024,77644.56
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3060,16,512,40296.48
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,79905.28
2021,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,32,1024,79875.6
2021,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,32,1024,91957.04
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,16,2048,65070.88
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RX 6700 XT,32,512,31923.36
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,68972.96
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,64,2048,87395.28
2021,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,16,1024,37161.04
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,64,512,144296.32
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,64,2048,78961.12
